Nama|NPWP|Komite Audit Ketua|Nama Penerima|Komite Audit Anggota 2|Komite Audit Anggota 3|Komite Audit Anggota 4|Komite Audit Anggota 5|Direktur Utama|Direktur 1|Direktur 2|Direktur 3|Direktur 4|Direktur 5|Direktur 6|Direktur 7|Direktur 8|Direktur 9|Direktur 10|Direktur 11|Direktur 12|Direktur 13|Direktur 14|Komisaris Utama|Komisaris 1|Komisaris 2|Komisaris 3|Komisaris 4|Komisaris 5|Komisaris 6|Komisaris 7|Komisaris 8|Komisaris 9|Komisaris 10|Komisaris 11|Komisaris 12|Komisaris 13|Komisaris 14|Corporate Secretary|Established Date|Listing Date|Alamat|Phone|Fax|Homepage|Email|Pemilik Saham 1
Apexindo Pratama Duta Tbk|0013742895081000|Robinson P. Simbolon||Jeanne Watulo|Loh Wing Kiong Anthony @Adam Loh|||Zainal Abidinsyah Siregar|Donald Kent Wood|Mahar Atanta Sembiring|||||||||||||Irawan Sastrotanojo|Eka Dharmajanto Kasih|Robinson P. Simbolon|||||||||||||Frieda Salvantina||2013-06-05|Gedung Office 8, Lt. 20-21, SCBD Lot 28, Jl. Jend. Sudirman Kav. 52-53, Jakarta 12190|(021) 29333000|(021) 29333111|https://www.apexindo.com|info@apexindo.coom|PT Aserra Capital
PACIFIC STRATEGIC FINANCIAL Tbk|013418116054000|Leon Tangi||Henny Suwanti|Ida Kusumawati|||Jon Adijaya|Wiyana||||||||||||||Agus Herlambang|Leon Tangi||||||||||||||Wiyana||2002-12-18|Menara Jamsostek, Gedung Menara Utara Lt. 12A Jl. Jend. Gatot Subroto No. 38 Jakarta Selatan 12710|021-39502900|021-39502901|www.apic.co.id|corpsec@apic.co.id|Masyarakat Non Warkat
PT Arita Prima Indonesia Tbk.|0020053997059000|Bernadetha Melinda Kirana Putri||Agustinus Nicko Ariwibowo|Narada Kumara|||Low Yew Lean|Harianto|Chan Chein Liang|||||||||||||Lim Cheah Chooi|Bernadetha Melinda Kirana Putri|Sim Yee Fuan|||||||||||||M Farras Zulna dan Krisna Sidiq||2013-10-29|Komplek Sunter Permai Jl. Danau Sunter Utara Blok C No. 9 Sunter Agung, Tanjung Priuk Jakarta 14350|021-6519188|021-6516107|www.arita.co.id|corsec@arita.co.id|ARITA GLOBAL,PT
Asiaplast Industries Tbk|0015648314054000|Susanto Tjioe||Agustinus Virdian|Agnes Tjiandra|||Wilson Agung Pranoto|Albert Sugianto|Ir. Ali Pranata|Giman||||||||||||Alexander Agung Pranoto|Susanto Tjioe|Rofie Soeandy|||||||||||||Hendri Yanti Panca Dewi Hastuti||2000-05-01|Jl.KH.EZ.Muttaqien No.94 RT.004/RW.002 Kelurahan Gembor Kecamatan Periuk Kota Tangerang 15133|021-5901465|021-5901464|www.asiaplast.co.id|sec@asiaplast.co.id|PT MACO AMANGRAHA
PT Agung Podomoro Land Tbk.|023808124054000|Letjen. TNI (Purn) Sofian Effendi||Ardhi Kusuma Putra|Yassirli|||Bacelius Ruru|Cesar Manikan Dela Cruz|Miarni Ang|Paul Christian Ariyanto||||||||||||Letjen. TNI (Purn.) Sofian Effendi|Indaryono||||||||||||||F. Justini Omas||2010-11-11|Podomoro City - APL Tower, Lt. 45 Jl. Letjen. S. Parman Kav. 28 Jakarta 11470|021-29034567|021-29034556|www.agungpodomoroland.com|APLN.SP@agungpodomoroland.com|PT Indofica
PT Archi Indonesia Tbk|030887426063000|Dr. Ir. Bambang Setiawan||Hamid Awaluddin|Herwan Ng|||Rudy Suhendra|Christian Emanuel David Sompie|Hidayat Dwiputro Sulaksono|Scott Gerald Atkinson||||||||||||Kenneth Ronald Kennedy Crichton|Abed Nego|Dr. Ir. Bambang Setiawan|Hamid Awaluddin|Jhoni Ginting|||||||||||Hidayat Dwiputro Sulaksono||2021-06-28|Rajawali Place Lantai 27 Jl. H. R. Rasuna Said Kav. B/4, RT 003, RW 07, Setiabudi, Jakarta Selatan, DKI Jakarta 12910, Indonesia|+62 21 576 1719|+62 21 576 1720|www.archiindonesia.com|corsec@archimining.com|PT Rajawali Corpora
PT Dunia Virtual Online Tbk|030530570064000|Herman Suhardjito||Ario Purboyo|Chandra Sim|||Michael Kurnia Wirawan Alifen|Edi|Yoke Tangkar|||||||||||||Sugeng Alifen|Vonny Stephanie Budisatyo|Herman Suhardjito|||||||||||||Elny Hapsari Saragih||2024-04-01|AREA31 Cimanggis Jl. Raya Tapos No.31Cimpaeun, Kec. Tapos, Kota Depok Jawa Barat 16459|021 28681231||www.area31.id|corsec@area31.id|PT Dwi Tunggal Putra
Argo Pantes Tbk|010010189092000|Ricardo Maria Pandey||Lypita Carissa|Yeanne Sunarto|||Thomas Wahyu Kalaij|Widarsono|Djoenaedy Widjaja|Humprey||||||||||||The Nicholas|Surjanto Purnadi|Leo Yulianto Sutedja|Ricardo Maria Pandey|Bergibb Nelson Halim|||||||||||Elizabeth Maryana||1991-01-07|Wisma Argo Manunggal, Jl. Jend. Gatot Subroto Kav. 22 Jakarta Selatan|(021) 2520065-(021) 2520068|(021) 2520029|argo.co.id|corp-secretary@argopantes.com|PT. Argo Manunggal Land Development
Atlas Resources Tbk|026718072091000|Notariza Taher||Reynold M. Batubara|Justinus Supartono|||Abdi Andre|Ika Riawan|Joko Kus Sulistyoko|Lidwina S. Nugraha||||||||||||Jay T. Oentoro|Aulia Setiadi|Pranata Hajadi|Edwind A. Satyabrata|Notariza Taher|||||||||||Mikha Emmylow||2011-11-08|Sampoerna Strategic Square - South Tower Level 18 Jl Jend Sudirman Kav. 45-46 Jakarta Selatan 12930 - Indonesia|021-7193343|021-71792708|www.atlas-coal.co.id|corsec@atlas-coal.co.id|Masyarakat Non Warkat
PT Arkha Jayanti Persada Tbk.|019106335431000|Wawan Setyawan, SE||Teddy Noer Setiadi, SE, Ak, M.AK|Veronika Sonny Putri Simamora, Ak|||DWI HARTANTO|BAHARAJA SIANIPAR||||||||||||||TATIT JATMIKO|EMAN SURYAMAN||||||||||||||Benita Teressa Putri||2019-07-10|Jl. Lanbau No. 8, Kp Gudang RT 06 / RW 09, Kel. Karang Asem Barat, Kec. Citeureup, Kab. Bogor, Jawa Barat,|021 - 87918903|Fax : 021-87916364|www.arkhajayanti.co.id|corporate.secretary@arkhajayanti.co.id|Masyarakat Non Warkat
PT Arkora Hydro Tbk.|030470967012000|Drs. Indarto, S.H||Anindita Wijaya Putri|Dwithya Putri Citrarhasmi. S.E., Ak., CA|||Aldo Henry Artoko|Ricky Hartono|Ir. Ismu Nugroho|Boy Gemino Kalauserang||||||||||||Arya Pradana Setiadharma|Drs. Indarto S.H.|Iwan Hadiantoro|||||||||||||Ricky Hartono||2022-07-08|Treasury Tower Level 9 Unit G-H District 8 SCBD Lot 28 Jl. Jend. Sudirman Kav 52-53 Jakarta 12190, Indonesia|+62 (021) 50333144|+62 21-29333-298|www.arkora.com|corporate.secretary@arkora.com|PT Arkora Bakti Indonesia
PT Armidian Karyatama Tbk|016807521419000|Wiwik Sukarno||Hendrik Siahaan|Maya Tirani|||Firdaus|Meco Sitardja|Ikman Maulana|||||||||||||Carsen Finrely|Puspa Dewi|Wiwik Sukarno AR|||||||||||||Yudhi Surjadjaja||2017-06-21|Mayapada Tower Lantai 21 Jl. Jend. Sudirman Kav. 28 Jakarta|0215226810|0215213412|www.armidian.co.id|yudi@armidian.co.id|Masyarakat Non Warkat
Arwana Citramulia Tbk|0016097966054000|Drs. H. Karsanto, M.BA.||Lukman Sidharta, S.E., M.BA.|Dr. Ir. Wicaksono Sarwo Edi, M.M.|||Tandean Rustandy, M.B.A.|Edy Suyanto. S.E.|George Elnadus Supit, S.Sos.|||||||||||||Prof. Dr. Marsetio, S.I.P., M.M.|Drs. H. Karsanto, M.B.A.|Prof. Dr. Ir. Alex S.W. Retraubun, M.Sc.|||||||||||||Rudy Sujanto||2001-07-17|Gedung Puri Agung Sentra Niaga Puri Indah, T2, 24, Kembangan Selatan, Kembangan, Kota Adm. Jakarta Barat, DKI Jakarta, 11610|+6221 58302363|+6221 58302361|www.arwanacitra.com|corsec@arwanacitra.com|Masyarakat
Arthavest Tbk|013560693054000|Dahnu Teguh Adrianto||Ervina|Andre Salim|||Yeremy Vincentius|Chan Shih Mei|Tsun Tien Wen Lie|||||||||||||Henry F. Jusuf, MA|Dahnu Teguh Adrianto||||||||||||||Tsun Tien Wen Lie||2002-11-05|Sahid Sudirman Center Lt.55 Jl.Jend.Sudirman no.86 Jakarta 10220|021-31116101|021-3453075|www.arthavest.com|corpsec@arthavest.com|Lucas SH CN
Ratu Prabu Energi Tbk|017036849054000|Pradnando A. Ronoamiseno||Doni Sumarwan|Yeni A. Nurhidayani|||||||||||||||||||||||||||||||||MDJ Thomas Say||2003-04-30|Gedung Ratu Prabu 1 Lantai. 9 JL. TB. Simatupang Kav. 20 Jakarta 12560 - Indonesia.|(021) 7883-6836|(021) 780-8037|www.ratuprabuenergi.com|corsec@ratuprabuenergi.com|Masyarakat Non Warkat
PT Bank Jago Tbk.|0015555915441000|Mahdi Syahbuddin||Nita Skolastika Ruslim|Manggi Taruna Habir|Yulizar Djamaluddin Sanrego||Arief Harris Tandjung|Tjit Siat Fun|Umakanth Rama Pai|Sonny Christian Joseph|Supranoto Prajogo|||||||||||Jerry Ng|Anika Faisal|Mahdi Syahbuddin|Arief T Surowidjojo||||||||||||Tjit Siat Fun||2016-01-12|Menara SMBC Lt.43,45 & 46 Jl. Dr. Ide Anak Agung Gde Agung Kav.5.5-5.6, Jakarta Selatan|021-50927460 & 021-30000746|021-50927479 & 021-50927499|www.jago.com|corporate.secretary@jago.com|PT Metamorfosis Ekosistem Indonesia
Asuransi Bintang Tbk|013068978054000|Bapak Krishna Suparto||Ibu Widya Perwitasari|Ibu Rahfiani Khairurizka|||Hastanto Sri Margi Widodo|Reniwati Darmakusumah|Jenry Cardo Manurung|Zafar Dinesh Idham||||||||||||Ronald Waas|Petronius Saragih|Chaerul D.Djakman|Krishna Suparto||||||||||||Nurman Rivai||1989-11-29|Jl. RS Fatmawati No. 32 Jakarta Selatan|7590 2777|7590 2555|www.asuransibintang.com|jenry.cardo@asuransibintang.com|PT. Srihana Utama
Asuransi Dayin Mitra Tbk|0013162367054000|Ratnawati Atmodjo||Sonja Anggawinata|Tan Yuki Jelasia|||Dewi Mandrawan|Purnama Hadiwidjaja|Victor Maria S. Sandjaja|Rosa Djunaidi*||||||||||||Bustomi Usman|Yugi Prayanto|Ratnawati Atmodjo|Imelda Siahaja *||||||||||||Purnama Hadiwidjaja||1989-12-15|Wisma Hayam Wuruk Lt. 7 Jl. Hayam Wuruk No. 8 Jakarta 10120|021-80868888|021-3453457|www.asuransidayinmitra.com|csecretary@dayinmitra.com|PT EQUITY DEVELOPOMENT INVESTMENT TBK
Astra Graphia Tbk|wwwastragraphiacoid|Sidharta Utama||Handy E. Halim|Mario C. Surung Gultom|||Hendrix Pramana|King Iriawan Sutanto|Widi Triwibowo|Trivena Nalsalita||||||||||||Santosa|Gunawan Geniusahardja|Arya N. Soemali|Sidharta Utama||||||||||||Trivena Nalsalita||1989-11-15|Jl. Kramat Raya N0. 43 Jakarta 10450|021 - 3909190|021 - 3909388|www.astragraphia.co.id|corporate.secretary@astragraphia.co.id|PT Astra International Tbk.
PT Cilacap Samudera Fishing Industry Tbk|019612019522000|Eko Teguh Santoso||Samuel Indarmanto|Matthew Indrajana|||William Sutioso|Henry Sutioso||||||||||||||Asman|Eko Teguh Santoso||||||||||||||Erlin Sutioso||2022-05-27|Jl. Muara Baru Ujung K No. 7D RT 021 RW 17 Penjaringan Jakarta Utara, Indonesia|+6221-66604850||www.csfi.co.id|corpsecretary@csfi.co.id|PT Asha Fortuna Corpora
Astra International Tbk|013025846092000|Sri Indrastuti Hadiputranto||Irhoan Tanudiredja|Jusuf Halim|Amy Hsu||Djony Bunarto Tjondro|Chiew Sin Cheok|Gidion Hasan|Henry Tanoto|Santosa|Gita Tiffani Boer|FXL Kesuma|Hamdani Dzulkarnaen Salim|Thomas Junaidi Alim. W|||||||Prijono Sugiarto|Sri Indrastuti Hadiputranto|Apinont Suchewaboripont|Muliaman Darmansyah Hadad|Anthony John Liddell Nightingale|Benjamin William Keswick|John Raymond Witt|Stephen Patrick Gore|Benjamin Herrenden Birks|Hsu Hai Yeh||||||Gita Tiffany Boer||1990-04-04|Menara Astra Lt 58-63, Jl. Jendral Sudirman Kav 5-6, Jakarta, 10220|(021) 508 43 888|(021) 6530-4957|www.astra.co.id|corporate.secretary@ai.astra.co.id|Jardine Cycle & Carriage Limited
Asuransi Jasa Tania Tbk|011050143054000|Slamet Solikhun||Sigit Pringgo Wijono|Heru Dwiantoro|||Sugeng Sudibjo|Arifia Indah Liany|Hasbi Ashsiddiqi|||||||||||||Memed Wiramihardja|Setia Dharma Sebayang|Ferdinan Dwikoraja Purba|||||||||||||Mimi Maryadi||2003-12-23|Gedung Agro Plaza Lantai 9 Jl. HR. Rasuna Said Blok X 2 Nomor 1 Jakarta 12950|021-5262529|021-5262539, 5262540|www.jastan.co.id|HeadOffice@jastan.co.id|Dana Pensiun Perkebunan
PT Autopedia Sukses Lestari Tbk|0033462417045000|Selvy Monalisa||Christine Tjen|Dian Tauriana Siahaan|||Jany Candra|Kazuhiro Shioyama|Armeza Farhansyah Umar|||||||||||||Erida|Drs. Prodjo Sunarjanto Sekar Pantjawati|Selvy Monalisa|||||||||||||Armeza Farhansyah Umar||2022-01-25|Kuningan City Lt. UG 56 Jl. Prof Dr. Satrio No. Kav 18, Jakarta Selatan 12940|(021) 50862055|N/A|www.autopedia.id|corporate.secretary@autopedia.id|PT Adi Sarana Armada Tbk
PT Asri Karya Lestari Tbk.|210643128432000|Ardian Asmar||Shandro Pertini|Gema Ramadhan|||Sulistiono|Yudra Saputra|Didik Hariyanto|||||||||||||Rezhi Yuliatmoko|Ardian Asmar||||||||||||||Yudra Saputra||2024-01-05|Ruko Sentra Niaga Kalimalang B2 No3 Jl. Jend. Ahmad Yani, Bekasi, Jawa Barat 17144|+62 21 88969144||www.asrikaryalestari.co.id|corsec@asrikaryalestari.co.id|Sudjatmiko
PT Asuransi Maximus Graha Persada Tbk.|013710470054000|Muhamad Idrus||Hendra Sudjaka|Patrick Henry Adam|Theresia Maha||JEMMY ATMADJA|NORVIN OSEL|LIANNY|||||||||||||MAGIT LES DENNY TEWU|MUHAMAD IDRUS|HENDRA SUDJAKA|||||||||||||Norvin Osel||2014-01-16|18 Parc Place, Sudirman Central Business District (SCBD), Tower B, lantai 8 Suite A, Jalan Jenderal Sudirman Kaveling 52-53, RT 005, RW 003, Kelurahan Senayan, Kecamatan Kebayoran Baru, Kota Administrasi Jakarta Selatan 12190,|(62-21) 51400388|0|www.asuransimaximus.com|corporate.secretary@asuransimaximus.com|Masyarakat Non Warkat
PT Andalan Sakti Primaindo Tbk.|032740466011000|Loeky Sandrie||Dharmawandi Sutanto||||Suwandi Notopradono|Arnoldus Jansen Kustianto||||||||||||||Teddi Budiman|Loeky Sandrie||||||||||||||Arnoldus Jansen Kustianto||2020-02-17|Sona Topas Tower Lantai 5 Ruang 5-01 Jl. Jend. Sudirman Kav. 26 Kelurahan Karet, Kecamatan Setia Budi Jakarta Selatan 12920|(62-21) 250 6789|(62-21) 290 37545|www.ansa-land.com|info@ansa-land.com|PT Andalan Sakti Inti
ALAM SUTERA REALTY Tbk|016428195054000|Prasasto Sudyatmiko||Stania Suwita Pranoto|Cecylia Ratna Sari S|||Joseph Sanusi Tjong|Lilia Setiprawarti Sukotjo|Sari Setyaningrum|Andrew Charles Walker|Tri Tamtomo H.R. Danoeri, S.H.|Emil Syarief Husen, S.H.||||||||||Haryanto Tirtohadiguno|Angeline Sutedja|Leo Yulianto Sutedja|Pingki Elka Pangestu|Prasasto Sudyatmiko|||||||||||Tony Rudiyanto||2007-12-18|Wisma Argo Manunggal, Lt. 18, Jl. Jend. Gatot Subroto Kav. 22, Jakarta 12930|252 3838|252 5050|www.alamsuterarealty.co.id|corsec@alam-sutera.com|Masyarakat Non Warkat
Asuransi Ramayana Tbk|013184510054000|A. Widyatma Sumarlin||Mohamad Rusli|Deddy Sutrisno|||SYAHRIL|PRISTIWANTO BANI|Y. PARLINDUNGAN MANURUNG|A.M. ANDI PRIMADI||||||||||||DR. A. WINOTO DOERIAT|MOHAMAD RUSLI|DR. ANTONIUS WIDYATMA SUMARLIN|ANANTO HARJOKUSUMO||||||||||||Adi Ratna Punggawa N.||1990-03-19|Jl. Kebon Sirih No. 49 Jakarta 10340|3193 7148|-|www.asuransiramayana.co.id|corsec@asuransiramayana.co.id|SYAHRIL
Adi Sarana Armada Tbk|019552132054000|Lindawati Gani||Christine|Dian Tauriana Siahaan|||Drs. Prodjo Sunarjanto Sekar Pantjawati|Jerry Fandy Tunjungan|Jany Candra|Tjoeng Suyanto||||||||||||Erida|Hertanto Mangkusasono|Prof. Dr. Lindawati Gani, Ak., CA, FCMA, CGMA, FCPA|Shanti Lasminingsih P||||||||||||Jerry Fandy Tunjungan||2012-11-12|Gedung Graha Kirana Lt. 6, Jl. Yos Sudarso No. 88, Sunter, Jakarta Utara 14350 – Indonesia|6530 8811|6530 8822|www.assarent.co.id|corporate.secretary@assarent.co.id|MASYARAKAT
PT Trimitra Prawara Goldland Tbk|728027574434001|Nadia Hasna Humaira||Hary Alamsyah|Aditya Surya Tjahjana Putra|||Indriati|Rachmat Yaktihadi||||||||||||||Yoyo Sugeng Triyogo|Nadia Hasna Humaira||||||||||||||Rachmat Yakti Hadi, SKom||2020-12-11|Jl. H. Junaedi No.1 RT 12 RW 03, Cipete Selatan, Kec. Cilandak, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12410|+6221 27813852|0|www.trimitraprawaraland.co.id|corscec.tpg@gmail.com|PT Trimitra Prawara
PT Atlantis Subsea Indonesia Tbk|810668459081000|Yohanes Henri Prasetyo||Thamrin Prima Simatupang|Budi Rahmat Halawa|||Yophi Kurniawan Iswanto|Andreas Setiawan, S.E. M.B.A||||||||||||||Rudi Reksa Sutantra|Yohanes Henri Prasetyo||||||||||||||Uba Rialin||2024-04-16|Jl.Tebet Barat Dalam Raya No.6, Jakarta Selatan 12810, Indonesia|+6221 831 2530||www.atlantissubsea.com|corp.secretary@atlantissubsea.com|Rudi Reksa Sutantra
Astra Otoparts Tbk|0013452438054000|Bambang Trisulo||Wiwiek Dianawati Santoso|Regina Okthory Sucianto|||Hamdani Dzulkarnaen Salim|Tujuh Martogi Siahaan|Ronny Kusgianta|Sophie Handili|Abun Gunawan|Prihatanto Agung L|Andi Gunanto|||||||||Gidion Hasan|Agus Tjahajana Wirakusumah|Bambang Trisulo|Sudirman Maman Rusdi|Gunawan Geniusahardja|Bambang Widjanarko E. S.|Thomas Junaidi Alim W|||||||||Sophie Handili||1998-06-15|Jl. Raya Pegangsaan Dua Km 2.2 Kelapa Gading Jakarta 14250|(021) 4603550, 4607025|(021)4603559,4603549,4607009,4607011|http://www.component.astra.co.id|investor@component.astra.co.id|PT ASTRA INTERNATIONAL Tbk
PT Avia Avian Tbk|0012032652641000|M. Noor Rachman Soejoeti||Sammy TS Lalamentik|Wardiman Wijaya|||Wijono Tanoko|Robert Christian Tanoko|Kurnia Hadi Sinanto|Angelica Tanisia Jozar||||||||||||Hermanto Tanoko|M. Noor Rachman Soejoeti|Oscar Christian Maria Jozef Wezenbeek|||||||||||||Hera Septi Astuti||2021-12-08|Jalan Raya Surabaya Sidoarjo KM. 19, Desa Wadungasih, Kecamatan Buduran, Kabupaten Sidoarjo, Jawa Timur, 61252|031 - 8968000||www.avianbrands.com|corsec@avianbrands.com|PT Tancorp Surya Sentosa
PT Era Digital Media Tbk|736385964072000|Chrisnadi Suwarta||Lasden Luther Sihotang|Ebi Harbiansyah|||Shaanee P Harjani|Soundararajan Venkatachari|Vicky Suci Cahyadi|||||||||||||Kemal Alamsyah|Chrisnadi Suwarta||||||||||||||Resti Meidianti||2023-04-18|Jl. Cikini Raya No. 72, Kelurahan Cikini, Kec. Menteng, Jakarta Pusat, Provinsi DKI Jakarta 10330|(+62 21) 39720720|(+62 21) 39720727|www.ptedm.com|corsec@ptedm.com|PT Rajati Alia Kapital
PT Tera Data Indonusa Tbk|027068709056000|Alpino Kianjaya||Aswinth Maratimbo|Michael|||Michael Sugiarto|Luhur Budiman|Alex|||||||||||||Sugiyanto Sutikno|Alpino Kianjaya|Jessica Hartono|||||||||||||Luhur Budiman||2022-07-20|Wisma Exa Jl. Inspeksi PAM No.168, Cakung Barat Jakarta Timur 13910|+6221 22461001|+6221 22461001|www.terra.co.id|corporatesecretary@terra.co.id|PT Exa Nusa Persada
PT Janu Putra Sejahtera Tbk.|026830315542000|Arsad Idrus||Hendrik Ponti Simatupang|Arfat Nasrullah|||Drh. Sri Mulyani|Fadhl Muhammad Firdaus||||||||||||||Haji Singgih Januratmoko, S.K.H|Arsad Idrus||||||||||||||Deni Herdiana||2023-11-30|Ruko Casa Grande No.35 Jl. Ringroad Utara, Maguwoharjo, Depok, Sleman Daerah Istimewa Yogyakarta|(0274) 871163|(0272) 3392034|www.januputrasejahtera.com|corsec@januputrasejahtera.com|Haji Singgih Januratmoko, SKH
PT Agro Yasa Lestari Tbk|029385770071000|Denny Jong Widjaja||William Suria Djaja Salim, MAk, CA, BKP.,CPA|Pandapotan Gabriel, CA, CPA|||Indra Jaya David Pardosi|Ricky Sastra Hidayat||||||||||||||Roy Octavian|Denny Jong Wijaya||||||||||||||Amoreno||2020-02-12|Gedung Gondangdia Lama 25 Lt 3 R 1B-1C Jl. RP Soeroso No 25 Jakarta 10330 Jakarta Pusat|021-3918838|021-3918838|www.agroyasalestari.com|corpsec@agroyasalestari.com|Anugrah Cakrawala Dunia, PT
PT Bank MNC Internasional Tbk.|013420948054000|Ponky Nayarana Pudijanto||Frederikus P. Weoseke|H. Eddy Yantho Sofwan|Mohammad Sumarsono||Rita Montagna Siahaan|Hermawan||||||||||||||Ponky Nayarana Pudijanto|Peter Fajar|Frederikus P. Weoseke|||||||||||||Heru Sulistiadhi||2002-07-15|Gedung MNC Bank Tower Lantai 8, Jl. Kebon Sirih No.21-27, Jakarta 10340|2980-5555|3983-6700|www.mncbank.co.id|corporate.legal@mncbank.co.id|MNC Kapital Indonesia Tbk & Entitas Anak
PT Multitrend Indo Tbk.|021097027073000|Adrian Colin McKay||Dodi Suparjo|Serli Amelia|||Niraj Jain|Jitin Singh Kapoor|Lina Paulina|||||||||||||Alptekin Diler|Oke Nurwan|Adrian Colin McKay|Manoj Bharwani|Hasan Sameer Abdulla Ahmed Alshuwaikh|||||||||||Nauli Masitha Dewi||2023-09-07|Gedung Menara Era Lt. 14-02 Jl. Senen Raya No. 135-137 DKI Jakarta 10410|021 352 0729|021 352 0724|kanmomultitrend.id|corporate.secretary@kanmogroup.com|Blooming Years Pte, Ltd
PT Bank Capital Indonesia Tbk|013418934054000|Peter Kurniawan||Yuliani Kadarisman|Dody Krisherdadi|||Kurniawan Halim|Yenny Hoo|Lim Migi Trisnadi Elias|Harri Setia Budhi|Febriyanti Ika Sari|||||||||||Danny Nugroho|Peter Kurniawan|Andrey Jayanto|||||||||||||Budi Setiadi||2007-10-04|Menara Jamsostek Lantai 6, Jl, Gatot Subroto No. 38|(021)27938989|(021)27938900|www.bankcapital.co.id|helpdesk.corpsec@bankcapital.co.id|PT Capital Global Investama
PT Bersama Mencapai Puncak Tbk.|841283625657000|Wijanarko SE. AK||Muhammad Ihda Ainun Najib|Doni Atmaja|||Nanang Suherman|Afanin Nur Raudhah|Ubaidillah|||||||||||||Yeni Isnawati|Wijanarko, SE. AK||||||||||||||Mahendra Kumala Adi||2024-02-15|Jl. Raya Regency Kav. 9 No. 5 Kabupaten Malang, Jawa Timur 65153|(0341) 4376127|(0341) 4376127|www.ptbersamamencapaipuncak.com|corporatesecretary@ptbmp.co|PT Anak Baik Sejahtera
Saranacentral Bajatama Tbk|016409146054000|YENTORO||||||Handaja Susanto|Pandji Surya Soerjoprahono|Entario Widjaja Susanto|||||||||||||Soediarto Soerjoprahono|Ibnu Susanto|Bastianus Fritz Josef Lumanauw|Yentoro||||||||||||Handaja Susanto||2011-12-21|Jl Pangeran Jayakarta 55 Jakarta Pusat 10730|(62-21) 628-8647|(62-21) 601-1933|http://www.saranacentral.com|team_scb@yahoo.com|Masyarakat Non Warkat
PT Bali Towerindo Sentra Tbk.|026015362054000|DR. Sumarsono, MDM||David Alfa Perdana SE, Ak|Adriansyah|||Jap Owen Ronadhi|Robby Hermanto||||||||||||||Johnny Swandi Sjam|Erry Firmansyah, SE|Dr. Sumarsono, MDM|Anni Suwardi|Andi Sumarsono|||||||||||Lily Hidayat||2014-03-13|Jln. Sunset Road, Lingkungan Abianbase, Kelurahan Kuta, Kecamatan Kuta, Kabupaten Badung, Bali 80361.|(0361) 767629|(0361) 766059|www.balitower.co.id|corporate.secretary@balitower.co.id|PT Kharisma Cipta Towerindo
PT Bank Aladin Syariah Tbk|016577439058000|Fransisca Ekawati||Rudy Hamdani|Andreas Danny Soesanto|Jeffri Sugiarto||KOKO TJATUR RACHMADI|FIRDILA SARI|JO, ANULA PUTRA|BAIQ NADEA DZURRIATIN||||||||||||RUDY HAMDANI|ATIONO TEGUH BASUKI|FRANSISCA EKAWATI|||||||||||||Eku Baruna||2021-02-01|Gedung Millennium Centennial Center Lt 7 Jl. Jenderal Sudirman Kav. 25 Jakarta Selatan, 12920|+62 21 3970 8008|+62 21 3970 8007|www.aladinbank.id|corsec@aladinbank.id|PT ALADIN GLOBAL VENTURES
Bekasi Asri Pemula Tbk|016354268054000|||Yakobus Triguno|Arif Irawan|||Warinton Simanjuntak, SE, SH|Rohana Agustjik||||||||||||||Suryo Nugroho|Yakobus Triguno||||||||||||||Warinton Simanjuntak||2008-01-14|Gedung Tomang Tol Lt. 2, Jl. Arjuna No. 1, Tanjung Duren Selatan, Jakarta 11470|563 6913; 569 42191|5687232|www.bekasiasripemula.co.id|corporatesecretary@bekasiasripemula.co.id|PT Adicipta Griya Sejati
PT Bhakti Agung Propertindo Tbk.|032206096652000|Imam Nirwansyah||IIm Dina Suryana|samsi|||Ahmad Surahman|Hidayat Ratman|Susan Hadiyani|||||||||||||Chaerul Iqbal Nugraha|Imam Nirwansyah||||||||||||||Chandra Putra Wijaya||2019-09-16|Jalan Raden Fatah No. 62 Ciledug – Tangerang 15151|021 22797778|0|www.bhaktiagung.com|corsec@bhaktiagung.com|PT. GRHA AGUNG PROPERTINDO
Sepatu Bata Tbk|010000750092000|Agus Nurudin||Robert Darmadi|Stania Pranoto|||Anirban Ghosh|Hatta Tutuko|Ahmad Danial|Prima Andhika Irawati|Ian Duncan Mcnab Cowe|||||||||||Rajeev Gopalakrishnan|Shaibal Sinha|Agus Nurudin|||||||||||||Hatta Tutuko||1982-03-24|Gedung Ventura Lantai 7 Unit 701, Jl. R.A. Kartini No.26 RT.12/RW.6, Cilandak Barat, Kecamatan Cilandak, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12430.|021 7505353|-|www.bata.id|id.corporate-secretary@bata.com|BAFIN (NEDERLAND) B.V.
PT Benteng Api Technic Tbk|023774821631000|M. Rusli Ananda||Eddy Tajib|Jemi Hendrik|||Ridwan|Aswin Asmantono|Agus Hari Pramudianto|||||||||||||Sugeng Suryadi|M. Rusli Ananda||||||||||||||Aswin Asmantono||2024-06-10|Jl. Kebraon II No. 103 A Surabaya Jawa Timur 60222|+62(31)-7672269|+62(31) 7662336 / (31) 7671475|https://www.bentengapi.com/|sekretariat@bentengapi.com|Ridwan Sumadi
